"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202509","5호선","마장","136816","47195","128923","46233","20251003"
"202509","5호선","답십리","387538","91085","344579","87361","20251003"
"202509","5호선","장한평","480468","107085","467491","109771","20251003"
"202509","5호선","군자(능동)","313696","50444","346040","53956","20251003"
"202509","5호선","아차산(어린이대공원후문)","338850","115033","329780","112935","20251003"
"202509","5호선","광나루(장신대)","279055","74569","268383","72817","20251003"
"202509","5호선","을지로4가","154000","46116","153638","46040","20251003"
"202509","5호선","천호(풍납토성)","437750","171434","425176","170941","20251003"
"202509","5호선","강동","439959","126607","423924","123397","20251003"
"202509","5호선","길동","176908","90845","177848","93117","20251003"
"202509","5호선","굽은다리(강동구민회관앞)","206471","92308","196871","87674","20251003"
"202509","5호선","명일","176560","75530","172271","76161","20251003"
"202509","5호선","고덕","224847","88900","219291","87268","20251003"
"202509","5호선","상일동","336452","105160","314957","104077","20251003"
"202509","5호선","둔촌동","292602","105197","286465","105056","20251003"
"202509","5호선","올림픽공원(한국체대)","119149","44651","103343","40048","20251003"
"202509","5호선","방이","170353","57722","176144","57505","20251003"
"202509","5호선","오금","87066","25974","88870","25440","20251003"
"202509","5호선","개롱","141708","59141","145901","61186","20251003"
"202509","5호선","거여","228226","77593","223067","75902","20251003"
"202509","5호선","마천","157545","61410","134040","62482","20251003"
"202509","5호선","강일","131905","50218","119929","48488","20251003"
"202509","5호선","미사","437154","101373","440566","101092","20251003"
"202509","5호선","하남풍산","100938","40445","98896","39966","20251003"
"202509","5호선","하남시청(덕풍?신장)","173170","86852","158367","87154","20251003"
"202509","5호선","하남검단산","139311","59874","129556","59062","20251003"
"202509","5호선","방화","148719","63847","142171","63112","20251003"
"202509","5호선","개화산","134076","51022","127590","48941","20251003"
"202509","5호선","김포공항","323799","57737","192328","44135","20251003"
"202509","5호선","송정","135657","54627","127126","52555","20251003"
"202509","5호선","마곡","376615","68449","383778","66935","20251003"
"202509","5호선","발산","564519","128683","585215","124050","20251003"
"202509","6호선","동묘앞","199777","74733","208819","70418","20251003"
"202509","6호선","응암","403620","140388","399574","139674","20251003"
"202509","6호선","역촌","79981","39382","101541","38539","20251003"
"202509","6호선","불광","96958","51397","96102","41387","20251003"
"202509","6호선","독바위","59406","22922","59208","29071","20251003"
"202509","6호선","연신내","73","2","0","0","20251003"
"202509","6호선","구산","187662","63448","127767","67059","20251003"
"202509","6호선","새절(신사)","287148","97891","263008","98117","20251003"
"202509","6호선","증산(명지대앞)","208124","75768","204601","76061","20251003"
"202509","6호선","디지털미디어시티","377787","65664","409686","66173","20251003"
"202509","6호선","월드컵경기장(성산)","151320","61465","178158","60467","20251003"
"202509","6호선","마포구청","365814","91906","324761","85030","20251003"
"202509","6호선","망원","395312","94523","426697","97854","20251003"
"202509","6호선","합정","374648","46392","370290","42490","20251003"
"202509","6호선","상수","308523","26566","349633","26706","20251003"
"202509","6호선","광흥창(서강)","235222","63899","219838","63168","20251003"
"202509","6호선","대흥(서강대앞)","255384","55637","270255","55883","20251003"
"202509","6호선","공덕","482969","91607","469499","85521","20251003"
"202509","6호선","효창공원앞","198028","43113","182006","39365","20251003"
"202509","6호선","삼각지(전쟁기념관)","235587","22542","207540","18851","20251003"
"202509","6호선","녹사평(용산구청)","149939","19839","152839","19287","20251003"
"202509","6호선","이태원","343341","31970","389075","32242","20251003"
"202509","6호선","한강진","298875","19445","353324","19469","20251003"
"202509","6호선","버티고개","54185","15242","50170","17595","20251003"
"202509","6호선","약수","92315","23835","89602","22903","20251003"
"202509","6호선","청구","92258","21281","89627","22127","20251003"
"202509","6호선","신당","214736","41501","225572","40460","20251003"
"202509","6호선","창신","92109","21158","75207","20182","20251003"
"202509","6호선","보문","218006","35713","204363","33558","20251003"
"202509","6호선","안암(고대병원앞)","417241","43339","417585","42557","20251003"
"202509","6호선","고려대(종암)","252411","39256","239530","38462","20251003"
"202509","6호선","월곡(동덕여대)","298842","76256","284830","76480","20251003"
"202509","6호선","상월곡(한국과학기술연구원)","162573","47052","150340","45507","20251003"
"202509","6호선","돌곶이","286403","74629","259739","73367","20251003"
"202509","6호선","석계","294601","90653","302038","89959","20251003"
"202509","6호선","태릉입구","143674","38095","164570","38069","20251003"
"202509","6호선","화랑대(서울여대입구)","310861","55112","251262","50472","20251003"
"202509","6호선","봉화산(서울의료원)","201611","58518","186429","57218","20251003"
"202509","6호선","신내","15","1","0","0","20251003"
"202509","7호선","사가정","368328","115085","374789","116240","20251003"
"202509","7호선","고속터미널","454374","89460","369169","80016","20251003"
"202509","7호선","반포","164924","48402","158486","45935","20251003"
"202509","7호선","논현","510115","49836","531424","49046","20251003"
"202509","7호선","이수","413800","97270","406734","91971","20251003"
"202509","7호선","학동","591719","71907","616654","67994","20251003"
"202509","7호선","강남구청","425946","60066","476062","61174","20251003"
"202509","7호선","청담","462118","86449","503991","83019","20251003"
"202509","7호선","자양(뚝섬한강공원)","310933","56499","313381","56837","20251003"
"202509","7호선","건대입구","366593","73947","384329","68819","20251003"
"202509","7호선","어린이대공원(세종대)","504376","51411","518548","50739","20251003"
"202509","7호선","군자(능동)","364864","93782","281384","81654","20251003"
"202509","7호선","중곡","257553","75801","234735","76197","20251003"
"202509","7호선","용마산(용마폭포공원)","137544","40841","131710","44524","20251003"
"202509","7호선","철산","546407","127228","560482","125849","20251003"
"202509","7호선","면목","349695","112820","329880","115456","20251003"
"202509","7호선","상봉","441275","86423","427761","83082","20251003"
"202509","7호선","중화","253983","74719","250574","74678","20251003"
"202509","7호선","먹골","231303","76917","226899","78643","20251003"
"202509","7호선","태릉입구","216865","53474","205314","50011","20251003"
"202509","7호선","공릉(서울과학기술대)","296953","86452","289169","87366","20251003"
"202509","7호선","하계","418854","129854","389795","125400","20251003"
"202509","7호선","중계","338992","110354","309258","107597","20251003"
"202509","7호선","노원","454229","150900","486425","152375","20251003"
"202509","7호선","마들","295071","106906","273608","105362","20251003"
"202509","7호선","수락산","264030","117524","260834","118642","20251003"
"202509","7호선","도봉산","222677","56872","247694","78233","20251003"
"202509","7호선","장암","69820","16620","25249","12722","20251003"
"202509","7호선","남성","259581","86445","245143","87689","20251003"
"202509","7호선","숭실대입구(살피재)","392651","71902","391928","74087","20251003"
"202509","7호선","상도","319685","72585","316268","69204","20251003"
"202509","7호선","장승배기","215397","79030","206142","80339","20251003"
"202509","7호선","신대방삼거리","353213","104895","330600","107254","20251003"
"202509","7호선","보라매","168624","35297","176242","36599","20251003"
"202509","7호선","신풍","274647","85865","254830","84850","20251003"
"202509","7호선","대림(구로구청)","221106","52588","223045","51166","20251003"
"202509","7호선","남구로","366675","74054","387496","76187","20251003"
"202509","7호선","가산디지털단지","1108861","110769","1113113","103331","20251003"
"202509","7호선","광명사거리","464955","181635","452079","188744","20251003"
"202509","7호선","천왕","281772","71586","270587","71892","20251003"
"202509","7호선","온수(성공회대입구)","260876","49312","238628","46332","20251003"
"202509","7호선","내방","353258","84739","357245","81563","20251003"
"202509","8호선","암사","364558","119277","330430","117560","20251003"
"202509","8호선","천호(풍납토성)","405897","118222","471402","118246","20251003"
"202509","8호선","강동구청","235505","78279","241733","79194","20251003"
"202509","8호선","몽촌토성(평화의문)","183036","37944","189567","37897","20251003"
"202509","8호선","잠실(송파구청)","460937","96616","545691","96077","20251003"
"202509","8호선","석촌","193222","61301","229068","63221","20251003"
"202509","8호선","송파","215034","78449","211092","76982","20251003"
"202509","8호선","가락시장","180373","78334","204599","79801","20251003"
"202509","8호선","문정","578549","75848","606482","75809","20251003"
"202509","8호선","장지","410190","98521","378436","93026","20251003"
"202509","8호선","복정","250753","49410","211381","45231","20251003"
"202509","8호선","산성","146826","38816","148688","42117","20251003"
"202509","8호선","남한산성입구(성남법원.검찰청)","326030","82750","294253","77686","20251003"
"202509","8호선","단대오거리","281873","83280","265992","81456","20251003"
"202509","8호선","신흥","111844","46876","112578","47209","20251003"
"202509","8호선","수진","117455","51391","106695","50239","20251003"
"202509","8호선","모란","92296","64958","73797","51375","20251003"
"202509","8호선","남위례","183029","41503","182530","39806","20251003"
"202509","8호선","암사역사공원","166704","38927","141814","37441","20251003"
"202509","9호선","김포공항","167591","19756","311754","30789","20251003"
"202509","9호선","신논현","880385","61023","891763","59000","20251003"
"202509","9호선","사평","99479","28947","95525","29129","20251003"
"202509","9호선","고속터미널","407790","80812","550481","96344","20251003"
"202509","9호선","신반포","116925","35316","112177","35210","20251003"
"202509","9호선","구반포","49548","11696","43114","11357","20251003"
"202509","9호선","동작(현충원)","46295","14293","39792","12320","20251003"
"202509","9호선","흑석(중앙대입구)","240944","67534","245850","67875","20251003"
"202509","9호선","노들","139754","38592","119080","35567","20251003"
"202509","9호선","노량진","734177","95482","730113","95620","20251003"
"202509","9호선","샛강","176950","34627","166899","33790","20251003"
"202509","9호선","여의도","863414","63398","825272","58632","20251003"
"202509","9호선","국회의사당","462187","71836","469012","64460","20251003"
"202509","9호선","당산","501969","82012","491689","76195","20251003"
"202509","9호선","선유도","233308","38394","213498","37255","20251003"
"202509","9호선","신목동","111527","30148","96490","28750","20251003"
"202509","9호선","염창","449694","89824","427155","86413","20251003"
"202509","9호선","등촌","280292","104051","264545","106359","20251003"
"202509","9호선","증미","196518","42494","188519","42536","20251003"
"202509","9호선","가양","519529","157273","506194","154641","20251003"
"202509","9호선","양천향교","272309","55832","281928","55483","20251003"
"202509","9호선","마곡나루(서울식물원)","417113","47927","407557","47218","20251003"
"202509","9호선","신방화","157468","52816","154838","53131","20251003"
"202509","9호선","공항시장","61921","24479","66231","26573","20251003"
"202509","9호선","개화","64815","14442","43004","11683","20251003"
"202509","9호선2~3단계","언주","309275","35710","311943","35309","20251003"
"202509","9호선2~3단계","중앙보훈병원","292965","98986","244237","96028","20251003"
"202509","9호선2~3단계","둔촌오륜","112533","27086","107941","28036","20251003"
"202509","9호선2~3단계","올림픽공원(한국체대)","230813","37048","238418","36586","20251003"
"202509","9호선2~3단계","한성백제","79669","21936","70543","19506","20251003"
"202509","9호선2~3단계","송파나루","143266","36042","155627","38129","20251003"
"202509","9호선2~3단계","석촌","245877","47217","221337","42217","20251003"
"202509","9호선2~3단계","석촌고분","173988","48335","167141","48499","20251003"
"202509","9호선2~3단계","삼전","202605","51675","189318","51106","20251003"
"202509","9호선2~3단계","종합운동장","138167","26643","137285","24522","20251003"
"202509","9호선2~3단계","봉은사","603276","65629","638123","61430","20251003"
"202509","9호선2~3단계","삼성중앙","207729","33583","215291","32624","20251003"
"202509","9호선2~3단계","선정릉","267960","33884","289686","35188","20251003"
"202509","경강선","여주","75855","24676","74622","25014","20251003"
"202509","경강선","세종대왕릉","6159","4597","6017","4682","20251003"
"202509","경강선","부발","63272","12934","62322","13043","20251003"
"202509","경강선","이천","74964","17242","79867","18328","20251003"
"202509","경강선","신둔도예촌","38322","9704","34777","9384","20251003"
"202509","경강선","곤지암","53129","16712","52031","17169","20251003"
"202509","경강선","초월","92407","19458","84909","18977","20251003"
"202509","경강선","경기광주","206298","39107","192034","38652","20251003"
"202509","경강선","삼동","55328","15680","49744","15815","20251003"
"202509","경강선","이매","25171","6666","22045","6785","20251003"
"202509","경강선","판교","154906","22828","151757","19204","20251003"
"202509","경강선","성남","30877","7900","25399","8127","20251003"
"202509","경부선","서울역","303661","20160","114873","5561","20251003"
"202509","경부선","오산","279551","56744","276805","57464","20251003"
"202509","경부선","세마","83858","18492","79439","17294","20251003"
"202509","경부선","병점","414603","77844","413183","78240","20251003"
"202509","경부선","세류","90197","19145","81970","18692","20251003"
"202509","경부선","독산","415619","75198","416246","76968","20251003"
"202509","경부선","수원","1047409","179619","1100236","182504","20251003"
"202509","경부선","화서","286662","55596","278884","54199","20251003"
"202509","경부선","성균관대","419868","67242","406431","67438","20251003"
"202509","경부선","의왕","219666","48175","216971","48017","20251003"
"202509","경부선","군포","159140","40897","155025","39448","20251003"
"202509","경부선","금정","691866","147434","705999","149491","20251003"
"202509","경부선","명학","215727","47552","213537","46037","20251003"
"202509","경부선","안양","616694","140534","598927","144777","20251003"
"202509","경부선","관악","156000","60534","151146","58943","20251003"
"202509","경부선","석수","198478","53866","179372","50892","20251003"
"202509","경부선","금천구청","233115","86442","236654","88631","20251003"
"202509","경부선","가산디지털단지","452932","41142","533118","47345","20251003"
"202509","경부선","구로","404800","114880","418385","111179","20251003"
"202509","경부선","신길","214543","50188","185087","47675","20251003"
"202509","경부선","신도림","86863","27410","93579","33142","20251003"
"202509","경부선","영등포","954030","319578","966987","320434","20251003"
"202509","경부선","대방","257754","63997","288401","66072","20251003"
"202509","경부선","노량진","250213","51624","258867","48959","20251003"
"202509","경부선","용산","1243372","151039","1259941","150384","20251003"
"202509","경부선","남영","250988","40209","268978","40989","20251003"
"202509","경부선","광명","101472","13043","85040","12313","20251003"
"202509","경부선","서동탄","36410","8035","29772","7205","20251003"
"202509","경부선","당정","154597","37776","147174","35899","20251003"
"202509","경부선","천안","174360","59396","154255","59330","20251003"
"202509","경부선","두정","225863","32146","247698","33115","20251003"
"202509","경부선","직산","25515","6530","25445","6067","20251003"
"202509","경부선","성환","160621","23148","153180","22940","20251003"
"202509","경부선","평택","343024","77160","338919","75894","20251003"
"202509","경부선","평택지제","115672","16002","108614","15503","20251003"
"202509","경부선","서정리","213937","39443","204658","38298","20251003"
"202509","경부선","송탄","114846","23453","109880","22915","20251003"
"202509","경부선","진위","41265","10499","37138","10230","20251003"
"202509","경부선","오산대","99165","20529","91388","19637","20251003"
"202509","경원선","양주","165350","69474","157604","67993","20251003"
"202509","경원선","덕계","149883","39644","136721","38435","20251003"
"202509","경원선","덕정","165142","42645","154163","42710","20251003"
"202509","경원선","지행","150745","51375","153250","51150","20251003"
"202509","경원선","동두천중앙","56373","38628","52828","38247","20251003"
"202509","경원선","보산","33697","15197","31294","14559","20251003"
"202509","경원선","동두천","44631","21156","43249","21689","20251003"
"202509","경원선","소요산","12077","50449","12923","50171","20251003"
"202509","경원선","청산","2672","2424","2093","2146","20251003"
"202509","경원선","석계","162751","64789","184376","68917","20251003"
"202509","경원선","신이문","177418","72149","163068","71051","20251003"
"202509","경원선","외대앞","297749","54648","291941","54509","20251003"
"202509","경원선","청량리(서울시립대입구)","368647","161498","374134","171251","20251003"
"202509","경원선","왕십리(성동구청)","442102","85986","434640","85675","20251003"
"202509","경원선","응봉","39708","18019","33714","16172","20251003"
"202509","경원선","옥수","1652","157","1143","124","20251003"
"202509","경원선","한남","79086","29099","80000","27409","20251003"
"202509","경원선","서빙고","53976","21156","48430","20449","20251003"
"202509","경원선","이촌(국립중앙박물관)","106370","36160","77718","29923","20251003"
"202509","경원선","광운대","213144","62126","205534","60011","20251003"
"202509","경원선","전곡","24011","14520","21828","13447","20251003"
"202509","경원선","월계","157976","66458","143301","64584","20251003"
"202509","경원선","연천","13784","24730","12634","24719","20251003"
"202509","경원선","녹천","92198","41101","75886","37480","20251003"
"202509","경원선","창동","91","3","0","0","20251003"
"202509","경원선","방학","183986","121806","179017","118826","20251003"
"202509","경원선","도봉","101361","79170","94841","78005","20251003"
"202509","경원선","도봉산","130180","111475","69865","87281","20251003"
"202509","경원선","망월사","202409","79838","200821","81074","20251003"
"202509","경원선","회룡","231873","173293","225683","170338","20251003"
"202509","경원선","의정부","457371","135323","465807","135452","20251003"
"202509","경원선","가능","133986","65006","128299","65056","20251003"
"202509","경원선","녹양","90841","44167","86682","41941","20251003"
"202509","경의선","금촌","143026","53285","136671","53949","20251003"
"202509","경의선","신촌","26249","3960","32823","4841","20251003"
"202509","경의선","효창공원앞","83737","18728","92532","21258","20251003"
"202509","경의선","서강대","60192","12972","61226","12418","20251003"
"202509","경의선","가좌","136853","47862","128628","47654","20251003"
"202509","경의선","수색","76494","20180","77515","20580","20251003"
"202509","경의선","한국항공대","88931","10486","83226","10232","20251003"
"202509","경의선","강매","76035","21227","61705","19683","20251003"
"202509","경의선","행신","188951","42015","189342","43055","20251003"
"202509","경의선","능곡","102400","38990","93999","38234","20251003"
"202509","경의선","곡산","11656","7065","12632","7149","20251003"
"202509","경의선","백마","178827","44071","173280","43988","20251003"
"202509","경의선","풍산","144094","47868","135507","47147","20251003"
"202509","경의선","일산","243299","83181","236549","83604","20251003"
"202509","경의선","탄현","179255","48261","169091","48075","20251003"
"202509","경의선","야당","188872","44498","192439","43893","20251003"
"202509","경의선","운정","159015","45251","145521","43735","20251003"
"202509","경의선","금릉","113469","32647","110419","31959","20251003"
"202509","경의선","월롱","54360","9974","47404","10191","20251003"
"202509","경의선","파주","35148","8329","27800","7441","20251003"
"202509","경의선","문산","123772","50967","118637","50255","20251003"
"202509","경의선","임진강","419","313","567","283","20251003"
"202509","경의선","운천","46","129","17","76","20251003"
"202509","경의선","서울역","77969","19130","104288","22407","20251003"
"202509","경의선","공덕","112372","17675","87685","16676","20251003"
"202509","경의선","홍대입구","63378","5987","75650","6785","20251003"
"202509","경의선","디지털미디어시티","69278","13785","66345","14681","20251003"
"202509","경의선","계양","1","0","0","0","20251003"
"202509","경의선","검암","5","0","0","0","20251003"
"202509","경인선","간석","122959","51994","115937","50029","20251003"
"202509","경인선","도원","72085","33400","72462","35280","20251003"
"202509","경인선","온수(성공회대입구)","140702","57389","130296","56043","20251003"
"202509","경인선","중동","188833","85982","171312","84423","20251003"
"202509","경인선","도화","82748","46511","73150","44780","20251003"
"202509","경인선","개봉","492699","186068","478747","191213","20251003"
"202509","경인선","오류동","247803","102255","225454","99034","20251003"
"202509","경인선","역곡","622215","173888","613362","179332","20251003"
"202509","경인선","부천","702035","260947","697714","265199","20251003"
"202509","경인선","송내","622162","149495","616119","148301","20251003"
"202509","경인선","부평","713291","172862","753042","177144","20251003"
"202509","경인선","백운","147641","66607","141043","66128","20251003"
"202509","경인선","동암","339845","119141","339918","120402","20251003"
"202509","경인선","주안","457782","106530","411289","94466","20251003"
"202509","경인선","제물포","260238","77106","249364","76844","20251003"
"202509","경인선","동인천","285017","129202","262424","126264","20251003"
"202509","경인선","인천","85358","46402","67804","43738","20251003"
"202509","경인선","구일","192877","54907","201841","54851","20251003"
"202509","경인선","소사","174096","67569","161632","64829","20251003"
"202509","경인선","부개","178808","79009","162191","77283","20251003"
"202509","경춘선","상천","3794","5901","3492","5731","20251003"
"202509","경춘선","신내","63392","23532","59157","22919","20251003"
"202509","경춘선","갈매","59403","22358","51361","20878","20251003"
"202509","경춘선","별내","55538","23720","50328","20909","20251003"
"202509","경춘선","퇴계원","68430","35612","60597","34026","20251003"
"202509","경춘선","사릉","45583","20216","43053","20351","20251003"
"202509","경춘선","금곡","31294","20651","30051","19873","20251003"
"202509","경춘선","평내호평","142845","55813","138055","53603","20251003"
"202509","경춘선","천마산","29210","20024","25245","19969","20251003"
"202509","경춘선","마석","84881","42764","80554","42754","20251003"
"202509","경춘선","대성리","16099","8099","17529","7879","20251003"
"202509","경춘선","청평","33147","23664","32558","23068","20251003"
"202509","경춘선","가평","43854","20775","43124","20853","20251003"
"202509","경춘선","굴봉산","1220","2396","1178","2357","20251003"
"202509","경춘선","백양리","1475","1570","1413","1593","20251003"
"202509","경춘선","강촌","9920","5545","10353","5633","20251003"
"202509","경춘선","김유정","7355","4840","7879","5115","20251003"
"202509","경춘선","남춘천","70636","28900","70976","29670","20251003"
"202509","경춘선","춘천","39860","17520","35294","14939","20251003"
"202509","공항철도 1호선","인천공항2터미널","229971","24783","199268","21475","20251003"
"202509","공항철도 1호선","서울역","398632","39940","351128","36837","20251003"
"202509","공항철도 1호선","공덕","86047","10224","113253","12140","20251003"
"202509","공항철도 1호선","홍대입구","455520","22151","434360","20581","20251003"
"202509","공항철도 1호선","디지털미디어시티","389454","34410","359603","32412","20251003"
"202509","공항철도 1호선","마곡나루(서울식물원)","381046","24108","364028","24044","20251003"
"202509","공항철도 1호선","김포공항","279323","27446","148773","15854","20251003"
"202509","공항철도 1호선","영종","109986","26416","112235","26400","20251003"
"202509","공항철도 1호선","계양","250862","34936","247911","34187","20251003"
"202509","공항철도 1호선","검암","170955","18836","172160","18770","20251003"
"202509","공항철도 1호선","청라국제도시","209545","17851","200805","17617","20251003"
"202509","공항철도 1호선","운서","266219","34885","281555","34891","20251003"
"202509","공항철도 1호선","공항화물청사","47103","10137","53055","10051","20251003"
"202509","공항철도 1호선","인천공항1터미널","414084","39855","403625","37156","20251003"
"202509","과천선","정부과천청사","325243","66351","346384","66013","20251003"
"202509","과천선","선바위","199409","38459","169234","36613","20251003"
"202509","과천선","경마공원","87941","83541","89297","83187","20251003"
"202509","과천선","대공원","69209","36262","71243","37965","20251003"
"202509","과천선","과천","121059","44973","110839","42804","20251003"
"202509","과천선","인덕원","624636","146310","639365","150137","20251003"
"202509","과천선","평촌","453054","79766","432831","78973","20251003"
"202509","과천선","범계","717650","143063","722216","140481","20251003"
"202509","분당선","가천대","350893","32060","352785","32238","20251003"
"202509","분당선","선릉","320366","54613","489286","73139","20251003"
"202509","분당선","한티","403688","78092","427459","79960","20251003"
"202509","분당선","도곡","165889","60907","172602","58972","20251003"
"202509","분당선","구룡","80779","29693","77323","29499","20251003"
"202509","분당선","개포동","97659","37045","99417","37705","20251003"
"202509","분당선","대모산입구","135527","43378","126028","42585","20251003"
"202509","분당선","수서","441551","85397","462200","90789","20251003"
"202509","분당선","복정","69","0","0","0","20251003"
"202509","분당선","수원","204664","38817","194189","37191","20251003"
"202509","분당선","서울숲","339195","36685","353804","35766","20251003"
"202509","분당선","압구정로데오","526958","51506","585623","49417","20251003"
"202509","분당선","강남구청","238376","44048","278724","48527","20251003"
"202509","분당선","선정릉","178028","38413","185162","36910","20251003"
"202509","분당선","태평","291900","102706","271342","107770","20251003"
"202509","분당선","모란","426984","195619","424795","215826","20251003"
"202509","분당선","야탑","568395","187268","611852","189332","20251003"
"202509","분당선","서현","553520","144278","571981","140966","20251003"
"202509","분당선","수내","302775","87666","304495","86473","20251003"
"202509","분당선","정자","460454","78708","488278","78128","20251003"
"202509","분당선","미금","324890","126821","335151","132629","20251003"
"202509","분당선","오리","252481","81945","215974","72104","20251003"
"202509","분당선","이매","125170","44556","116122","42585","20251003"
"202509","분당선","보정","52948","22144","45606","21065","20251003"
"202509","분당선","죽전","332670","83489","374471","89204","20251003"
"202509","분당선","구성","173277","47710","172810","47860","20251003"
"202509","분당선","신갈","103393","36208","101037","35660","20251003"
"202509","분당선","기흥","274848","55512","257834","53876","20251003"
"202509","분당선","상갈","120108","35599","112709","34490","20251003"
"202509","분당선","청명","115758","26043","110786","26257","20251003"
"202509","분당선","영통","238789","40566","243130","40401","20251003"
"202509","분당선","망포","396686","51190","381362","49260","20251003"
"202509","분당선","매탄권선","138768","29261","134621","28572","20251003"
"202509","분당선","수원시청","362774","59559","394161","60772","20251003"
"202509","분당선","매교","133186","30878","130762","31611","20251003"
"202509","서해선","원종","106673","47790","103220","48873","20251003"
"202509","서해선","부천종합운동장","77855","10445","66191","8454","20251003"
"202509","서해선","김포공항","87627","14149","119898","25172","20251003"
"202509","수인선","오목천","124898","20842","104564","20180","20251003"
"202509","수인선","어천","39909","9642","36934","10503","20251003"
"202509","수인선","야목","17342","4203","14543","3683","20251003"
"202509","수인선","사리","132187","25060","112907","22589","20251003"
"202509","수인선","달월","1507","1214","1330","680","20251003"
"202509","수인선","월곶","70712","22461","63364","22018","20251003"
"202509","수인선","소래포구","113447","74183","109221","73219","20251003"
"202509","수인선","인천논현","118963","43530","127429","43715","20251003"
"202509","수인선","호구포","88829","26102","92465","26146","20251003"
"202509","수인선","남동인더스파크","56871","8014","64258","8255","20251003"
"202509","수인선","원인재","95275","40019","100696","40558","20251003"
"202509","수인선","연수","105762","37352","103507","37133","20251003"
"202509","수인선","송도","51811","26317","44847","25306","20251003"
"202509","수인선","인천","18973","15219","32300","18822","20251003"
"202509","수인선","신포","39929","16330","39337","16402","20251003"
"202509","수인선","인하대","201802","36414","188072","34774","20251003"
"202509","수인선","숭의","98106","37422","88065","35105","20251003"
"202509","수인선","고색","145099","25587","142551","24254","20251003"
"202509","신림선","당곡","107450","45930","101860","44659","20251003"
"202509","신림선","관악산(서울대)","65926","38789","64595","38558","20251003"
"202509","신림선","서울대벤처타운","235344","74430","206885","73861","20251003"
"202509","신림선","서원","83512","29384","69686","28809","20251003"
"202509","신림선","신림","49189","22054","60455","24853","20251003"
"202509","신림선","보라매병원","182221","70407","191330","69551","20251003"
"202509","신림선","보라매공원","55930","24109","62336","25678","20251003"
"202509","신림선","보라매","107241","31523","96944","28377","20251003"
"202509","신림선","서울지방병무청","69637","30981","75705","33537","20251003"
"202509","신림선","대방","82973","23170","60986","19231","20251003"
"202509","신림선","샛강","73279","18159","88270","17122","20251003"
"202509","안산선","수리산","87693","36053","71854","32910","20251003"
"202509","안산선","한대앞","257352","51504","259610","52422","20251003"
"202509","안산선","중앙","485210","80857","511338","80122","20251003"
"202509","안산선","고잔","228391","44299","218978","42910","20251003"
"202509","안산선","초지","135029","22025","136995","22373","20251003"
"202509","안산선","안산","315272","44628","293822","42763","20251003"
"202509","안산선","신길온천","53473","11931","46638","11241","20251003"
"202509","안산선","산본","366012","123405","394324","126441","20251003"
"202509","안산선","대야미","114538","38943","99813","36264","20251003"
"202509","안산선","반월","96974","38212","93442","38097","20251003"
"202509","안산선","상록수","382334","81858","383815","83468","20251003"
"202509","안산선","정왕","279534","35665","278796","36969","20251003"
"202509","안산선","오이도","201541","41975","200791","41688","20251003"
"202509","우이신설선","화계","61780","54124","55188","54097","20251003"
"202509","우이신설선","보문","37109","19318","36183","19279","20251003"
"202509","우이신설선","성신여대입구(돈암)","80500","36547","91054","33792","20251003"
"202509","우이신설선","정릉","99034","52631","84474","49129","20251003"
"202509","우이신설선","북한산보국문","149824","48560","137452","48250","20251003"
"202509","우이신설선","북한산우이","59463","38857","52078","40375","20251003"
"202509","우이신설선","솔밭공원","48082","34289","43166","35201","20251003"
"202509","우이신설선","4.19민주묘지","80485","43187","80624","38829","20251003"
"202509","우이신설선","신설동","40587","36542","39275","32531","20251003"
"202509","우이신설선","솔샘","133218","45616","121524","47083","20251003"
"202509","우이신설선","삼양사거리","39868","41022","38290","40724","20251003"
"202509","우이신설선","삼양","42100","33811","42430","37281","20251003"
"202509","우이신설선","가오리","74826","58882","72424","60479","20251003"
"202509","일산선","원흥","267504","73569","255184","71121","20251003"
"202509","일산선","대화","258440","94190","202701","87219","20251003"
"202509","일산선","주엽","169389","102046","163945","103349","20251003"
"202509","일산선","정발산","167735","71465","174840","68510","20251003"
"202509","일산선","마두","156279","77323","158361","79297","20251003"
"202509","일산선","백석","217887","90509","225523","90271","20251003"
"202509","일산선","대곡","292041","30997","261416","28790","20251003"
"202509","일산선","화정","384517","141111","395108","143825","20251003"
"202509","일산선","원당","258584","94054","246040","93876","20251003"
"202509","일산선","삼송","477571","111569","456998","111483","20251003"
"202509","일산선","지축","27","2","0","0","20251003"
"202509","장항선","온양온천","87404","57358","88823","58327","20251003"
"202509","장항선","신창(순천향대)","74253","7378","71961","6810","20251003"
"202509","장항선","쌍용(나사렛대)","70302","18194","67917","17288","20251003"
"202509","장항선","아산","123715","16846","108171","15712","20251003"
"202509","장항선","탕정","56648","8604","49688","7916","20251003"
"202509","장항선","봉명","29571","12170","29926","11670","20251003"
"202509","장항선","배방","31666","8097","31044","7894","20251003"
"202509","중앙선","중랑","115019","55333","106629","54635","20251003"
"202509","중앙선","회기","735101","136070","700834","132692","20251003"
"202509","중앙선","지평","745","1060","870","1196","20251003"
"202509","중앙선","팔당","16448","9739","17165","9711","20251003"
"202509","중앙선","도심","61075","23767","46002","21604","20251003"
"202509","중앙선","덕소","115208","51812","112255","52203","20251003"
"202509","중앙선","양정","9478","7158","7761","6410","20251003"
"202509","중앙선","도농","220239","72257","198923","69314","20251003"
